,date,open,high,low,close,volume,Name
127154,2014-02-26,557.06,563.48,550.13,555.12,550940,CMG
127155,2014-02-27,551.64,562.0,551.64,561.14,305782,CMG
127156,2014-02-28,562.25,573.16,559.49,565.21,676568,CMG
127157,2014-03-03,561.0,563.95,551.7,554.6,527285,CMG
127158,2014-03-04,561.48,585.96,559.12,584.83,1004148,CMG
127159,2014-03-05,585.0,585.9899,578.5,581.25,554809,CMG
127160,2014-03-06,584.105,594.5,583.7,593.27,636025,CMG
127161,2014-03-07,599.8,599.97,587.68,593.41,308098,CMG
127162,2014-03-10,589.82,593.937,585.28,587.96,362144,CMG
127163,2014-03-11,589.04,593.65,583.0,584.27,303460,CMG
127164,2014-03-12,583.28,588.75,577.365,588.7,244883,CMG
127165,2014-03-13,589.47,591.9,577.82,579.5,312342,CMG
127166,2014-03-14,575.02,582.1,572.0,575.96,334016,CMG
127167,2014-03-17,580.46,580.9,572.51,576.26,261731,CMG
127168,2014-03-18,582.35,595.2099,578.03,592.54,602534,CMG
127169,2014-03-19,588.52,598.4599,588.52,596.5,442695,CMG
127170,2014-03-20,595.69,614.2,595.675,611.58,806724,CMG
127171,2014-03-21,616.47,622.9,607.36,611.12,778895,CMG
127172,2014-03-24,610.21,613.09,585.58,588.54,820338,CMG
127173,2014-03-25,590.12,593.095,565.5001,570.68,979911,CMG
127174,2014-03-26,573.45,575.9499,563.78,563.88,582759,CMG
127175,2014-03-27,564.0,566.07,554.25,559.18,556256,CMG
127176,2014-03-28,561.5,573.99,560.8009999999999,567.17,538445,CMG
127177,2014-03-31,570.74,570.98,565.001,568.05,442038,CMG
127178,2014-04-01,568.01,580.25,568.01,578.97,313528,CMG
127179,2014-04-02,582.55,582.56,572.2,576.21,297163,CMG
127180,2014-04-03,579.02,582.84,565.5,570.89,411035,CMG
127181,2014-04-04,571.0,571.3,551.04,555.16,687118,CMG
127182,2014-04-07,550.0,554.99,529.2,535.59,804851,CMG
127183,2014-04-08,540.0,552.99,539.13,550.73,579863,CMG
127184,2014-04-09,552.26,556.8,547.061,556.4,410428,CMG
127185,2014-04-10,555.09,556.14,533.93,534.01,600680,CMG
127186,2014-04-11,528.02,543.5,526.75,534.87,988566,CMG
127187,2014-04-14,540.49,546.5,534.11,540.98,442005,CMG
127188,2014-04-15,543.24,549.65,532.0,540.54,487925,CMG
127189,2014-04-16,545.0,553.6,540.0,552.4,634784,CMG
127190,2014-04-17,582.7,588.69,518.516,519.61,3884290,CMG
127191,2014-04-21,521.72,522.0,505.7,506.54,1374555,CMG
127192,2014-04-22,508.35,514.17,504.1304,512.67,913974,CMG
127193,2014-04-23,511.01,511.9499,502.03,504.05,483611,CMG
127194,2014-04-24,508.6,511.2975,503.27,507.6,530739,CMG
127195,2014-04-25,507.25,507.25,498.49,502.31,404142,CMG
127196,2014-04-28,502.56,502.56,472.41,476.28,1435991,CMG
127197,2014-04-29,479.78,495.0,477.9,491.57,746969,CMG
127198,2014-04-30,488.55,499.89,484.45,498.5,665513,CMG
127199,2014-05-01,498.51,504.98,495.01,500.15,462786,CMG
127200,2014-05-02,496.3,504.3599,496.3,501.77,471780,CMG
127201,2014-05-05,504.39,518.54,501.12,512.68,618477,CMG
127202,2014-05-06,512.91,514.32,500.82,501.91,436220,CMG
127203,2014-05-07,506.58,506.58,493.33,500.83,571844,CMG
127204,2014-05-08,495.01,513.84,495.01,500.35,370537,CMG
127205,2014-05-09,499.76,508.5,496.17,507.68,446868,CMG
127206,2014-05-12,507.25,513.18,505.13,510.21,430803,CMG
127207,2014-05-13,509.95,510.9565,501.785,504.16,292462,CMG
127208,2014-05-14,506.67,514.5099,501.0,504.32,491797,CMG
127209,2014-05-15,504.72,504.72,491.13199999999995,495.92,505484,CMG
127210,2014-05-16,499.31,501.5,490.55,500.52,590365,CMG
127211,2014-05-19,498.89,503.91,498.89,501.29,271001,CMG
127212,2014-05-20,500.0,501.21,493.24,495.65,315947,CMG
127213,2014-05-21,496.12,504.93,496.0,504.18,444921,CMG
127214,2014-05-22,506.5,524.55,506.19,520.48,595081,CMG
127215,2014-05-23,522.0,523.45,515.36,522.32,311209,CMG
127216,2014-05-27,522.0,539.76,522.0,536.04,566093,CMG
127217,2014-05-28,533.09,539.94,529.08,538.26,548109,CMG
127218,2014-05-29,538.85,546.9,538.5,545.42,617907,CMG
127219,2014-05-30,546.97,549.27,542.5,547.09,454141,CMG
127220,2014-06-02,548.0,552.85,545.2701,551.56,399510,CMG
127221,2014-06-03,548.13,552.5,548.0,550.59,357730,CMG
127222,2014-06-04,549.46,559.38,546.821,558.84,376725,CMG
127223,2014-06-05,557.55,564.21,556.491,561.03,345732,CMG
127224,2014-06-06,560.75,570.22,559.1401,569.17,395052,CMG
127225,2014-06-09,568.25,570.682,565.93,568.5,246844,CMG
127226,2014-06-10,566.0,568.797,563.17,564.76,282913,CMG
127227,2014-06-11,560.92,571.51,560.01,570.34,325592,CMG
127228,2014-06-12,571.75,583.27,570.01,581.85,916275,CMG
127229,2014-06-13,576.84,589.0,576.84,588.26,586993,CMG
127230,2014-06-16,587.03,595.48,584.38,594.01,451609,CMG
127231,2014-06-17,593.14,596.16,590.5435,593.52,322297,CMG
127232,2014-06-18,591.88,595.33,587.2001,594.91,322674,CMG
127233,2014-06-19,594.45,597.45,591.55,594.54,359223,CMG
127234,2014-06-20,595.0,595.84,590.65,592.43,412243,CMG
127235,2014-06-23,592.99,602.2090000000001,590.75,599.59,370528,CMG
127236,2014-06-24,599.0,601.6121,595.46,595.62,365133,CMG
127237,2014-06-25,595.7,600.302,592.061,599.5,224717,CMG
127238,2014-06-26,596.22,600.78,593.3032,600.32,231919,CMG
127239,2014-06-27,599.81,600.6799,595.7,596.14,314381,CMG
127240,2014-06-30,596.41,597.08,592.06,592.51,311460,CMG
127241,2014-07-01,596.35,604.08,594.53,603.26,312232,CMG
127242,2014-07-02,603.49,603.49,597.0,599.32,240073,CMG
127243,2014-07-03,600.25,604.776,598.55,603.6,140627,CMG
127244,2014-07-07,601.65,603.16,592.825,593.83,298683,CMG
127245,2014-07-08,591.26,592.75,575.92,586.59,520901,CMG
127246,2014-07-09,588.55,605.0,588.55,604.17,597026,CMG
127247,2014-07-10,596.0,607.55,595.05,600.61,425768,CMG
127248,2014-07-11,600.44,601.4999,597.5001,598.49,224602,CMG
127249,2014-07-14,601.7,608.77,600.09,604.92,325502,CMG
127250,2014-07-15,605.0,606.8745,590.34,597.45,558729,CMG
127251,2014-07-16,601.0,601.3241,590.0,590.47,387161,CMG
127252,2014-07-17,591.02,592.0,579.81,581.65,415600,CMG
127253,2014-07-18,583.71,593.41,583.0201,592.42,432611,CMG
127254,2014-07-21,593.29,596.8997,582.69,589.93,1099630,CMG
127255,2014-07-22,649.9,667.9,649.27,659.77,2261545,CMG
127256,2014-07-23,658.71,662.689,655.16,661.27,554826,CMG
127257,2014-07-24,663.13,663.7699,656.7894,660.2,374176,CMG
127258,2014-07-25,657.8,673.9995,657.8,673.58,595978,CMG
127259,2014-07-28,675.11,678.9629,671.99,678.01,470692,CMG
127260,2014-07-29,677.42,680.3698,673.31,674.36,282508,CMG
127261,2014-07-30,678.0,682.67,676.0,681.83,404344,CMG
127262,2014-07-31,678.01,679.5,672.0,672.5,462615,CMG
127263,2014-08-01,674.81,677.18,667.64,675.14,341686,CMG
127264,2014-08-04,678.03,686.05,674.44,682.98,446046,CMG
127265,2014-08-05,682.93,682.93,671.53,674.71,334478,CMG
127266,2014-08-06,671.0,681.56,668.67,673.0,374786,CMG
127267,2014-08-07,677.5,679.95,669.16,671.84,289834,CMG
127268,2014-08-08,668.0,670.2099,664.2401,669.7,354191,CMG
127269,2014-08-11,673.46,682.74,668.08,680.54,355465,CMG
127270,2014-08-12,678.16,679.66,672.0,676.23,225912,CMG
127271,2014-08-13,675.0,688.43,675.0,683.68,387477,CMG
127272,2014-08-14,683.78,685.9695,675.81,679.29,304018,CMG
127273,2014-08-15,682.48,684.15,673.76,678.18,331797,CMG
127274,2014-08-18,681.0,684.87,680.41,684.83,201138,CMG
127275,2014-08-19,686.35,689.45,680.82,681.08,231698,CMG
127276,2014-08-20,680.76,680.76,675.02,678.41,305854,CMG
127277,2014-08-21,697.0,697.9296,677.5001,681.07,716139,CMG
127278,2014-08-22,678.17,681.4101,673.89,676.95,360422,CMG
127279,2014-08-25,679.0,680.22,675.02,676.24,213822,CMG
127280,2014-08-26,676.72,685.98,676.72,683.89,289930,CMG
127281,2014-08-27,681.38,683.87,676.14,677.03,259862,CMG
127282,2014-08-28,676.15,679.66,674.245,677.84,152987,CMG
127283,2014-08-29,678.97,680.5,674.15,678.65,180806,CMG
127284,2014-09-02,678.85,683.5,675.25,682.9,232893,CMG
127285,2014-09-03,684.5,692.9,678.795,680.1,306922,CMG
127286,2014-09-04,681.0,685.44,677.24,680.54,270597,CMG
127287,2014-09-05,679.81,683.14,676.35,677.95,239958,CMG
127288,2014-09-08,677.9,679.7669,674.45,678.37,205630,CMG
127289,2014-09-09,679.1,679.1,669.27,669.95,282760,CMG
127290,2014-09-10,673.0,677.19,664.1556,671.36,366597,CMG
127291,2014-09-11,670.29,673.7,666.62,672.73,317447,CMG
127292,2014-09-12,671.84,672.64,663.16,664.81,303031,CMG
127293,2014-09-15,664.42,664.85,650.03,655.85,519014,CMG
127294,2014-09-16,655.85,656.8699,651.0,654.2,486779,CMG
127295,2014-09-17,650.5,657.02,642.64,653.24,530247,CMG
127296,2014-09-18,655.5,665.6999,652.61,664.32,339901,CMG
127297,2014-09-19,666.25,668.08,661.46,664.09,395221,CMG
127298,2014-09-22,660.77,663.96,651.25,656.1,285528,CMG
127299,2014-09-23,654.64,659.04,653.8401,654.58,164537,CMG
127300,2014-09-24,658.13,666.98,656.79,664.71,267080,CMG
127301,2014-09-25,659.51,663.84,651.41,653.39,276920,CMG
127302,2014-09-26,653.3,664.94,653.3,660.77,253533,CMG
127303,2014-09-29,655.99,665.74,651.5,662.94,240823,CMG
127304,2014-09-30,663.8,669.78,657.8325,666.59,460538,CMG
127305,2014-10-01,666.5,667.44,656.16,662.23,387217,CMG
127306,2014-10-02,661.13,666.6489999999999,659.37,662.57,306430,CMG
127307,2014-10-03,666.39,675.03,663.7310000000001,674.5,403932,CMG
127308,2014-10-06,677.0,681.8,670.62,671.13,379445,CMG
